nombre,cif,fecha_inicio,ultimo_anyo,ventas_euros,n_empleados,provincia,ciudad,calle,lon,lat,codigo_descripcion,codigo,descripcion,pagina_web,telefono,descripcion_adecuada,x1,x2,grupo,etiqueta
MYRMEX SOLUTIONS SOCIEDAD LIMITADA,B98182496,2009-09-18,2024-12-31,482924,7,Valencia,CATARROJA,"CALLE SAN MIGUEL, 30 - BJ",-0.40249,39.39788,"Programación, consultoría y otras actividades relacionadas con la informática",6203.0,La explotación electrónica por cuenta de terceros. Servicios de publicidad. La prestación de servicios de telefonía tanto móvil como fija así como la compraventa de productos relacionados con la telefonía. La realización de actividades de Agencia de seguros exclusivo conforme a la ley 26/2006 de 17.,www.myrmex.es,+34 65/8024677,explotación electrónico tercero servicio publicidad prestación servicio telefonía móvil fijar compraventa producto relacionado telefonía realización actividad agencia seguro exclusivo conforme,9.2622795,6.317878,0,0_servicio_actividad_objeto_desarrollo
YONOH CREATIVE STUDIO SOCIEDAD LIMITADA.,B98792096,2016-01-01,2024-12-31,481684,-1,Valencia,VALENCIA,"CALLE DE BORRIANA, 14 - BJ IZ",-0.36717,39.46486,Actividades de diseño especializado,7410.0,"La sociedad tiene por objeto el desarrollo de las actividades correspondientes a los siguientes códigos y descripciones de la Clasificación Nacional de Actividades Económicas: 7410. Actividades de diseño especializado. Comercio al por menor de alfombras, moquetas y revestimientos de paredes y suelos",www.yonoh.es,,sociedad objeto desarrollo actividad correspondiente siguiente código descripción clasificación nacional actividades económicas 7410 actividad diseño especializado comercio menor alfombra moqueta revestimiento pared suelo,15.155948,3.072474,0,0_servicio_actividad_objeto_desarrollo
JANUS MANAGEMENT SOCIEDAD LIMITADA.,B98268337,2010-07-02,2024-12-31,481388,1,Valencia,VALENCIA,"CALLE DE PERIS BRELL, 1 - PISO 6 12",-0.34783,39.46474,Actividades de consultoría de gestión empresarial,7022.0,"1. El asesoramiento empresarial en sentido amplio, especialmente en los ámbitos fiscal, contable, laboral y en gestión de tesorería y subvenciones. 2. El asesoramiento en la toma de decisiones de inversión en planta y bienes de equipo, la reestructuración del endeudamiento y la gestión de activos",www.janus-management.com,+34 67/4075655,asesoramiento empresarial sentido amplio especialmente ámbito fiscal contable laboral gestión tesorería subvención asesoramiento toma decisión inversión planta bien equipo reestructuración endeudamiento gestión activo,11.690387,0.4582046,0,0_servicio_actividad_objeto_desarrollo
PALBOX HOLDING SL,B97078968,2001-02-27,2023-12-31,481094,6,Valencia,VALENCIA,"AVENIDA DE BLASCO IBAÑEZ, 16",-0.36335,39.47806,Actividades de consultoría de gestión empresarial,7022.0,Gestión patrimonial y financiera,www.emuca.es,+34 96/2565690,gestión patrimonial financiero,11.146045,0.044705942,0,0_servicio_actividad_objeto_desarrollo
ACTIVALINK SL.,B54641410,2012-06-08,2024-12-31,480609,9,Alicante,ALCOI/ALCOY,"AVENIDA TIRANT LO BLANC, 2",-0.47154163,38.70871466,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,"Comercialización de servicios de marketing. Desarrollo e implementación de software CRM, estrategia e implementación de plataformas de marketing automático.",www.activalink.com,+34 96/6522836,comercialización servicio marketing desarrollo implementación software estrategia implementación plataforma marketing automático,12.603601,3.279727,0,0_servicio_actividad_objeto_desarrollo
FIXR NETWORKS S.L.,B54351317,2008-06-06,2024-12-31,479560,8,Alicante,EL CAMPELLO,"AVENIDA JAUME I EL CONQUERIDOR, 1 - 3 BJ",-0.39383,38.41574,"Proceso de datos, hosting y actividades relacionadas; portales web",6312.0,"LANZAMIENTO, PROMOCION Y EXPLOTACION DE SISTEMAS DE BUSQUEDA Y CONTRATACION DE SERVICIOS POR INTERNET.",,,lanzamiento promocion explotacion sistemas busqueda contratacion servicios internet,11.843358,3.2342327,0,0_servicio_actividad_objeto_desarrollo
ED HOLDING 2020 SOCIEDAD LIMITADA.,B02885044,2020-12-02,2023-12-31,479167,5,Valencia,ALGINET,"CALLE DEL CENSAL (POL INDUSTRIAL NORTE , ED), S/N",-0.4652,39.27028,Actividades de consultoría de gestión empresarial,7022.0,". ARTICULO 3.. El objeto social lo constituye: 1. La sociedad podrá realizar trabajos o prestar servicios de administración, contabilidad y gestión a otras empresas (se corresponde con el epígrafe ""Otras actividades de consultoría de gestión empresarial"" que constituye el número 70.22 del CNAE). 2",,+34 67/0357926,articulo objeto social constituir sociedad trabajo prestar servicio administración contabilidad gestión empresa corresponder epígrafe actividad consultoría gestión empresarial constituir número cnae,15.497467,4.5575447,0,0_servicio_actividad_objeto_desarrollo
MD EMPRESAS LEVANTE SL,B12838306,2010-02-22,2024-12-31,478961,3,Castellón,ONDA,"CALLE RIBESALBES (1º (APTDO CORREOS 392)), 24",-0.26202,39.96415,"Comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",4791.0,"A. LA COMPRAVENTA AL POR MAYOR Y POR MENOR DE MATERIAL INFORMATICO -HARDWARE Y SOFTWARE-Y SU REPARACION. B. LAS ACTIVIDADES PROPIAS DEL NEGOCIO DEPAPELERIA, IMPRENTA Y DISENO GRAFICO. C. LA COMPRAVENTA, AL POR MAYOR Y ME",www.mdempresas.es,+34 96/4104522,compraventa menor material informatico -hardware software-y reparacion actividades negocio depapeleria imprenta diseno grafico compraventa,13.018236,5.661527,0,0_servicio_actividad_objeto_desarrollo
SERVITUX SERVICIOS INFORMATICOS SL,B53871968,2004-04-20,2024-12-31,478056,7,Alicante,ELCHE/ELX,"CALLE MARIANO BENLLIURE, 15 - ENT",-0.7056,38.26291,"Programación, consultoría y otras actividades relacionadas con la informática",6201.0,LA VENTA Y PRESTACION DE SERVICIOS INFORMATICOS,www.servitux.es,+34 96/6160600,venta prestacion servicios informaticos,10.542116,5.7064323,0,0_servicio_actividad_objeto_desarrollo
REGALOS DE VOZ IVAN Y ERIC SL.,B65740706,2012-02-17,2023-12-31,477757,8,Castellón,VINAROS,"CL DEL DUC DE VENDOME, 93",0.46653,40.47893,"Otras actividades profesionales, científicas y técnicas n.c.o.p.",7490.0,"PRESTACION DE SERVICIOS(LA RECOPILACION, CONFECCION, COMERCIALIZACION, PUBLICIDAD Y DIFUSION DE INFORMACION ON LINE A TRAVES DE INTERNET O POR OTROS MEDIOS, AL PUBLICO EN GENERAL DE CIENCIAS OCULTAS, ETC",www.regalosdevoz.es,+34 93/1220640,prestacion servicios(la recopilacion confeccion comercializacion publicidad difusion informacion line traves internet medios publico general ciencias ocultas,11.5422,1.7234405,0,0_servicio_actividad_objeto_desarrollo
ILLUSION STUDIO SOCIEDAD LIMITADA.,B98740913,2015-06-01,2024-12-31,477536,4,Valencia,XIRIVELLA,"CALLE ANDARELLA, 2 - BL B 3 2 01",-0.41417,39.46222,"Programación, consultoría y otras actividades relacionadas con la informática",6201.0,"El desarrollo, distribución, venta, implantación y mantenimiento de software-programas y de equipos de procesos de información-hardware. Prestación de servicios de programación, peritación y análisis informático. Diseño y venta de compact-disc y soportes digitales, creación de software para web u ot",www.illusionstudio.es,+34 67/2280493,desarrollo distribución venta implantación mantenimiento software-programa equipo proceso información-hardware prestación servicio programación peritación análisis informático diseño venta compact-disc soporte digital creación software,10.93414,5.4038935,0,0_servicio_actividad_objeto_desarrollo
ALINEA SOLAR ALTERNAS SL,B97787832,2006-07-12,2024-12-31,476840,6,Valencia,VALENCIA,"CALLE QUART, 10 - ESC A PISO 1 B",-0.38085,39.4763,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,"REALIZACION DE PROYECTOS DE INGENIERIA, PROYECTOS DE ENERGIA SOLAR FOTOVOLTAICA",www.alineasolar.com,+34 96/3283663,realizacion proyecto ingenieria proyecto energia solar fotovoltaico,9.996426,4.1431284,0,0_servicio_actividad_objeto_desarrollo
AINARQ ASESORIA EN INGENIERIA Y ARQUITECTURA SOCIEDAD LIMITADA.,B44701886,2023-02-14,2024-12-31,476646,3,Valencia,PATERNA,"PLAZA MAYOR, 2",-0.44041,39.50222,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,"Actividad Principal: Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico. Código CNAE 7420. Instalaciones eléctricas en general. Comercialización de servicios de energía eléctrica, agua y gas, así como la realización de las instalaciones para",,+34 63/7646719,actividad principal servicios técnico arquitectura ingeniería actividad relacionado asesoramiento técnico códecir cnae instalación eléctrico general comercialización servicio energía eléctrico agua realización instalación,9.129007,3.5986767,0,0_servicio_actividad_objeto_desarrollo
ICONNECT TU OPERADOR SL.,B54965538,2016-10-27,2024-12-31,476499,3,Alicante,DENIA,"PARTIDA MADRIGUERES NORD, 17 - LOCAL B",0.0889445,38.83815479,Otras actividades de telecomunicaciones,6190.0,"Otras actividades de telecomunicaciones como: la explotación de redes y la prestación de servicios de comunicaciones electrónicas. Instalación, mantenimiento y reparación de redes de telecomunicaciones. La compra y venta de aparatos de telefonía de todo tipo y de sus accesorios, recambios y componen",www.iconnect.me,+34 96/5781717,actividad telecomunicación explotación prestación servicio comunicación electrónico instalación mantenimiento reparación telecomunicación compra venta aparato telefonía tipo accesorio recambio componer,9.074042,5.9176927,0,0_servicio_actividad_objeto_desarrollo
SIRIUS PROTOTYPES SOCIEDAD LIMITADA.,B98769839,2015-10-05,2023-12-31,475653,3,Valencia,VALENCIA,"AV DE BLASCO IBAÑEZ, 140",-0.3449,39.47255,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,"Actividad principal la prestación de servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico, correspondiente al código CNAE 7112: 1. Construcción, instalaciones y mantenimiento. 2. Comercio al por mayor y al por menor. Distribución comercial. Importación y ex",,,actividad principal prestación servicio técnico ingeniería actividad relacionado asesoramiento técnico correspondiente código cnae construcción instalación mantenimiento comercio menor distribución comercial importación,9.0915985,3.5914233,0,0_servicio_actividad_objeto_desarrollo
VIDAVIA MEDIA SOCIEDAD LIMITADA,B97227334,2002-06-06,2023-12-31,475630,5,Valencia,CANALS,"CALLE CERVANTES, 2 - 2",-0.58547,38.96293,"Programación, consultoría y otras actividades relacionadas con la informática",6209.0,"1. LA INVESTIGACION, DESARROLLO, PRODUCCION, PROMOCION, COMERCIALIZACION, IMPORTACION, EXPORTACION, EXPLOTACION, PRESTACION DE SERVICIOS, FORMACION, POR CUENTA PROPIA O DE TERCEROS, DE EQUIPOS, PRODUCTOS, PROYECTOS, LICE",,+34 96/2241963,investigacion desarrollo produccion promocion comercializacion importacion exportacion explotacion prestacion servicios formacion terceros equipos producto proyecto lice,12.2517395,5.4302535,0,0_servicio_actividad_objeto_desarrollo
INGENIEROS PROYECTISTAS IMAP CONSULTING SOCIEDAD LIMITADA.,B98539349,2013-05-14,2022-12-31,475276,3,Valencia,VALENCIA,"CALLE JESUS, 33 - 1",-0.38305,39.46642,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,"a) El proyecto, asesoramiento, gestión y formación en calidad, seguridad ysalud, riesgos laborales, medio ambiente, deporte y cálculo en construcción arquitectónica y civil. b) Estudios, asistencias técnicas, proyectos y dirección de obra en cálculos de construcción, edificación, ingeniería (civil,",,,proyecto asesoramiento gestión formación calidad seguridad ysalud riesgo laboral ambiente deporte cálculo construcción arquitectónico civil estudios asistencia técnico proyecto dirección obra cálculo construcción edificación ingeniería civil,10.059624,2.403777,0,0_servicio_actividad_objeto_desarrollo
CONSULTORS VALENCIANS CITY MARKETING SOCIEDAD LIMITADA.,B98922156,2017-06-13,2023-12-31,474680,6,Valencia,RIBA-ROJA DE TURIA,"CALLE MALLORCA (CT DE NEGOCIOS), 2 - AP 300",-0.56991,39.47851,"Otras actividades profesionales, científicas y técnicas n.c.o.p.",7490.0,"""Artículo 2. La sociedad tendrá por objeto: a) La prestación de servicios de consultoría y asesoramiento a personas físicas y jurídicas, para la obtención de subvenciones y ayudas ante las administraciones y cualquier tipo de organismos. CNAE 7022. b) La prestación de servicios de mantenimien",,,artículo sociedad objeto prestación servicio consultoría asesoramiento persona físico jurídico obtención subvención ayuda administración tipo organismo prestación servicio mantenimien,14.590749,4.3928366,0,0_servicio_actividad_objeto_desarrollo
ASSESSORIA DE GESTIO I COMUNICACIONS SL,B97374524,2003-09-26,2024-12-31,473919,8,Valencia,ALGEMESI,"CALLE AIGUADERS (POL INDUSTRIAL DE COTES), 15",-0.41706,39.21531,"Proceso de datos, hosting y actividades relacionadas; portales web",6311.0,"LA PRESTACION DE SERVICIOS DE GESTION DE RECURSOS REMOTOS, MEDIANTE EL DESARROLLO E IMPLANTACION DE SOFTWARE Y HARDWARE PARA LA ADQUISICION REMOTA AUTONOMA DE DATOS Y SU POSTERIOR TRATAMIENTO, CON EXPRESA EXCLUSION DE LA",www.empal.es,+34 62/2483004,prestacion servicios gestion recurso remotos desarrollo implantacion software hardware adquisicion remota autonoma datos posterior tratamiento expresa exclusion,13.024499,3.4058936,0,0_servicio_actividad_objeto_desarrollo
GESTION DE MEDICINA Y PREVENCION SL.,B98412265,2012-01-23,2024-12-31,473916,7,Valencia,ONTINYENT,"CALLE DE BENARRAI, 1 - BJ, DR",-0.60138,38.8183,"Otras actividades profesionales, científicas y técnicas n.c.o.p.",7490.0,"La sociedad tiene por objeto la prestación de servicios de prevención de riesgos laborales. Las actividades integrantes del objeto social, podrán serdesarrolladas, total o parcialmente, de modo indirecto, mediante la titularidad de acciones o participaciones en sociedades con objeto idéntico o anál",www.gesmeprev.com,,sociedad objeto prestación servicio prevención riesgo laboral actividad integrante objeto social serdesarrollada parcialmente indirecto titularidad acción participación sociedad objeto idéntico anál,15.073794,4.212757,0,0_servicio_actividad_objeto_desarrollo
MAGMA SYSTEMS SL,B97935431,2007-08-21,2023-12-31,473570,4,Valencia,MELIANA,"PLAZA MAJOR, 8 - PLT 2",-0.349,39.52749,Comercio al por menor de equipos para las tecnologías de la información y las comunicaciones en establecimientos especializados,4741.0,"LA SOCIEDAD TENDRA POR OBJETO SOCIAL: A) EL ANALISIS, LA PROGRAMACION, LA INSTALACION Y EL DESARROLLO DE APLICACIONES Y PROGRAMAS INFORMATICOS. B) EL MONTAJE, LA COMPRA Y VENTA DE PRODUCTOS INFORMATICOS DE TODA CLASE, AS",www.magmasystems.es,+34 96/1493361,sociedad tendra objeto social analisis programacion instalacion desarrollo aplicación programas informaticos montaje compra venta productos informaticos clase,13.6961155,4.524235,0,0_servicio_actividad_objeto_desarrollo
